word,language,part_of_speech,category,meaning_en,meaning_ja,example
hinay-hinay,ceb,adverb,adverbs_manner,slowly / carefully,ゆっくりと,
paspas kaayo,ceb,adverb,adverbs_manner,very fast,とても速く,
kusog,ceb,adverb,adverbs_manner,loudly / strongly,強く・大きく,
hilom,ceb,adverb,adverbs_manner,quietly,静かに,
tinuod,ceb,adverb,adverbs_manner,truly / really,本当に,
kaayo,ceb,adverb,adverbs_degree,very / a lot,とても,
gamay lang,ceb,adverb,adverbs_degree,just a little,少しだけ,
daghan kaayo,ceb,adverb,adverbs_degree,very many / too much,とても多い,
walay,ceb,adverb,adverbs_degree,none / without,ない・なし,
labi,ceb,adverb,adverbs_degree,more / especially,もっと,
halos,ceb,adverb,adverbs_degree,almost / nearly,ほとんど,
talagsaon,ceb,adverb,adverbs_degree,rarely / extraordinarily,稀に,
pinakamaayo,ceb,adverb,adverbs_degree,the best,一番いい,
pinakagrabe,ceb,adverb,adverbs_degree,the worst,一番悪い,
dinhi,ceb,adverb,position_direction,here,ここ,
diha,ceb,adverb,position_direction,there,そこ,
didto,ceb,adverb,position_direction,over there,あそこ,
sa taas,ceb,adverb,position_direction,above / upstairs,上に,
sa ubos,ceb,adverb,position_direction,below / downstairs,下に,
sa wala,ceb,adverb,position_direction,on the left,左に,
sa tuo,ceb,adverb,position_direction,on the right,右に,
sa tunga,ceb,adverb,position_direction,in the middle,真ん中に,
sa gawas,ceb,adverb,position_direction,outside,外に,
sa sulod,ceb,adverb,position_direction,inside,中に,
sa luyo,ceb,adverb,position_direction,behind,後ろに,
sa atubangan,ceb,adverb,position_direction,in front,前に,
sa duol,ceb,adverb,position_direction,nearby,近くに,
sa layo,ceb,adverb,position_direction,far away,遠くに,
na,ceb,adverb,adverbs_time,already / now (particle),もう・既に,
pa,ceb,adverb,adverbs_time,still / yet,まだ,
dayon,ceb,adverb,adverbs_time,immediately / then,すぐに,
dugay,ceb,adverb,adverbs_time,long time,長い,
bag-o lang,ceb,adverb,adverbs_time,just now / recently,ついさっき,
wala pa,ceb,adverb,adverbs_time,not yet,まだ,
naa na,ceb,adverb,adverbs_time,already here / done,もうある,
gihapon,ceb,adverb,adverbs_time,still / as before,相変わらず,
oo,ceb,adverb,affirmation_negation,yes,肺,
dili,ceb,adverb,affirmation_negation,no / not,いいえ・ない,
mao,ceb,adverb,affirmation_negation,yes that is it / correct,そうです,
siguro,ceb,adverb,affirmation_negation,maybe / perhaps,たぶん,
kaha,ceb,adverb,affirmation_negation,maybe / I wonder,かな,
gyud,ceb,adverb,affirmation_negation,really / indeed,本当に,
man,ceb,adverb,affirmation_negation,indeed (discourse particle),ね・よ（助詞）,
ba,ceb,adverb,affirmation_negation,question particle,か（疑問助詞）,
lang,ceb,adverb,affirmation_negation,only / just,だけ,
pud,ceb,adverb,affirmation_negation,also / too,も,
usab,ceb,adverb,affirmation_negation,also / again,また・も,
daw,ceb,adverb,affirmation_negation,reportedly / they say,そうだ（伝聞）,
bitaw,ceb,adverb,affirmation_negation,indeed / right (confirmation),そうだね,
ingon,ceb,adverb,affirmation_negation,like / as / said,〜のように・〜という,
ug,ceb,conjunction,conjunctions,and,と・そして,
o,ceb,conjunction,conjunctions,or,か・または,
apan,ceb,conjunction,conjunctions,but,しかし,
pero,ceb,conjunction,conjunctions,but (colloquial),でも,
tungod,ceb,conjunction,conjunctions,because,なぜなら,
busa,ceb,conjunction,conjunctions,so / therefore,だから,
mao nga,ceb,conjunction,conjunctions,so / that is why,それで,
kung,ceb,conjunction,conjunctions,if,もし,
taman,ceb,conjunction,conjunctions,until,まで,
samtang,ceb,conjunction,conjunctions,while / as,ながら,
bisan,ceb,conjunction,conjunctions,even if / although,たとえ,
sukad,ceb,conjunction,conjunctions,since (time),〜から・〜以来,
sa dihang,ceb,conjunction,conjunctions,when (past),〜のとき,
kung kinsa,ceb,conjunction,conjunctions,whoever,誰でも,
kung unsa,ceb,conjunction,conjunctions,whatever,何でも,
kung asa,ceb,conjunction,conjunctions,wherever,どこでも,
bisan unsa,ceb,conjunction,conjunctions,anything / whatever,何でも,
bisan kinsa,ceb,conjunction,conjunctions,anyone / whoever,誰でも,
aron,ceb,conjunction,conjunctions,so that / in order to,〜のために,
sa,ceb,preposition,position_direction,at / in / to,に・で,
gikan,ceb,preposition,position_direction,from,から,
para,ceb,preposition,position_direction,for,のために,
uban,ceb,preposition,position_direction,with,と一緒に,
alang sa,ceb,preposition,position_direction,for / on behalf of,のために,
duol,ceb,preposition,position_direction,near / close to,ちかく,
layo,ceb,preposition,position_direction,far from,とおく,
taliwala,ceb,preposition,position_direction,between / among,の間,
labaw sa,ceb,preposition,position_direction,more than / above,よりも,
ubos sa,ceb,preposition,position_direction,under / below,の下に,
atubangan,ceb,preposition,position_direction,in front of,のまえ,
luyo,ceb,preposition,position_direction,behind / beside,のうしろ,
nga,ceb,conjunction,discourse_particles,that (linker particle),〜という（接続助詞）,
ug uban pa,ceb,conjunction,discourse_particles,and so on / etc,など,
kuno,ceb,conjunction,discourse_particles,supposedly / apparently,〜らしい・〜だそうだ,
kay,ceb,conjunction,discourse_particles,because / since,だから・なので,
ay,ceb,interjection,interjections,oh! / ouch!,あ！・痛い！,
hala,ceb,interjection,interjections,oh no! / watch out!,危ない！・わあ！,
sus,ceb,interjection,interjections,oh gosh! (expression),おやまあ！,
ambot,ceb,interjection,interjections,I do not know,分からない,
mao ba,ceb,interjection,interjections,is that so? / really?,そうなの？,
bitaw,ceb,interjection,interjections,indeed / right,そうだね,
grabe,ceb,interjection,interjections,wow / extreme / intense,すごい,
sayang,ceb,interjection,interjections,what a waste / too bad,もったいない,
swerte,ceb,interjection,interjections,lucky / good luck,ラッキー,
hurot,ceb,interjection,interjections,all gone / used up,全部なくなった,
piste,ceb,interjection,interjections,darn it (mild),ちくしょう,
hoy,ceb,interjection,interjections,hey!,おい！・ちょっと！,
abay,ceb,interjection,interjections,hey / oh (surprise),おや！,
naa,ceb,interjection,interjections,there it is / there,あった・ほら,
wow,ceb,interjection,interjections,wow,わあ！,
aw,ceb,interjection,interjections,oh (realization),あ（気づき）,
hay,ceb,interjection,interjections,sigh / alas,はあ（ため息）,
yay,ceb,interjection,interjections,yay! (joy),やった！,
basa,ceb,verb,verbs_written,read,読む,
ihap,ceb,verb,verbs_written,count,数える,
sulat,ceb,verb,verbs_written,write,書く,
marka,ceb,verb,verbs_written,mark / note,印をつける,
sulti,ceb,verb,verbs_speaking,speak,はなす,
paminaw,ceb,verb,verbs_speaking,listen carefully,聞く・ちゃんと聞く,
isulti,ceb,verb,verbs_speaking,say / tell,いう,
estorya,ceb,verb,verbs_speaking,chat / talk,はなす,
hunong,ceb,verb,verbs_start_stop,stop / pause,とまる,
sugod na,ceb,verb,verbs_start_stop,start now,始める,
mahuman,ceb,verb,verbs_start_stop,finish / be done,終わる,
sulod sa,ceb,verb,verbs_transit,go into,入る,
gawas sa,ceb,verb,verbs_transit,exit from,出る,
abot na,ceb,verb,verbs_transit,arrived already,ついた,
moadto,ceb,verb,verbs_transit,will go,行く,
mobalik,ceb,verb,verbs_transit,will return,戻る,
magdala,ceb,verb,verbs_hands,will bring,持ってくる,
kuhaon,ceb,verb,verbs_hands,to take / get,取る,
ihatag,ceb,verb,verbs_hands,to give (formal),上げる,
ablihan,ceb,verb,verbs_hands,to open (formal),開ける,
siradohan,ceb,verb,verbs_hands,to close (formal),閉める,
limpyohan,ceb,verb,verbs_cleaning,to clean (formal),掃除する,
labhan,ceb,verb,verbs_cleaning,to wash clothes,洗濯する,
ayohon,ceb,verb,verbs_repair,to fix (formal),直す,
tukuron,ceb,verb,verbs_building,to build (formal),建てる,
atimanan,ceb,verb,verbs_caring,to care for,世話をする,
pakaonon,ceb,verb,verbs_caring,to feed,食べさせる,
patulogon,ceb,verb,verbs_caring,to put to sleep,寝かせる,
motabang,ceb,verb,verbs_social_comm,will help,てつだう,
mopili,ceb,verb,verbs_expression,will choose,選ぶ,
mopahayag,ceb,verb,verbs_expression,will express,表す,
moampo,ceb,verb,verbs_social_comm,will pray,祈る,
moadto sa ospital,ceb,verb,health_treatment,go to the hospital,病院に行く,
magamit,ceb,verb,verbs_exist_have,can use / be used,つかえる,
mapugngan,ceb,verb,verbs_start_stop,can be stopped,止められる,
mahigugmaon,ceb,verb,emotions_positive,to love (someone),愛する,
mangaon,ceb,verb,verbs_head_face,will eat,食べる,
moinum,ceb,verb,verbs_head_face,will drink,飲む,
motan-aw,ceb,verb,verbs_head_face,will watch / look,見る,
maminaw,ceb,verb,verbs_head_face,will listen,聞く,
molakaw,ceb,verb,verbs_walking,will walk,歩く,
modagan,ceb,verb,verbs_walking,will run,走る,
mosaka,ceb,verb,verbs_walking,will climb,登る,
molupad,ceb,verb,verbs_walking,will fly,飛ぶ,
molumangoy,ceb,verb,verbs_walking,will swim,泳ぐ,
motulog,ceb,verb,verbs_body_motion,will sleep,寝る,
mabangon,ceb,verb,verbs_body_motion,will wake up,起きる,
motindog,ceb,verb,verbs_body_motion,will stand,立つ,
molingkod,ceb,verb,verbs_body_motion,will sit,座る,
palasyo,ceb,noun,places_government,palace,宮殿,
kadalanan,ceb,noun,places_community,street / road system,道路網,
haywey,ceb,noun,places_community,highway,ハイウェイ,
abante,ceb,noun,places_community,avenue,アベニュー・おおどおり,
eskina,ceb,noun,places_community,corner / intersection,角,
barangay,ceb,noun,places_community,barangay (local gov unit),バランガイ,
syudad,ceb,noun,places_community,city,市・町,
probinsya,ceb,noun,places_community,province,県・地方,
nasod,ceb,noun,places_government,country / nation,国,
pulo,ceb,noun,places_nature_spots,island for tourism,島観光,
waterfalls,ceb,noun,places_nature_spots,waterfall,滝,
cave,ceb,noun,places_nature_spots,cave,洞窟,
volcano,ceb,noun,places_nature_spots,volcano,火山,
bakasyon,ceb,noun,time_relative,vacation / holiday,休暇,
holiday,ceb,noun,time_relative,holiday,祝日,
trabahoon,ceb,noun,time_relative,workday,仕事の日,
edad,ceb,noun,life_stages,age (years old),年齢,
petsa,ceb,noun,time_days_months,date (calendar),ひづけ,
oras nga natawo,ceb,noun,time_clock,time of birth,生まれた時間,
anibersaryo,ceb,noun,festivals_events,anniversary,記念日,
adlaw natawhan,ceb,noun,festivals_events,birthday,誕生日,
Pasko sa Flores,ceb,noun,festivals_events,Flores de Mayo festival,フローレスデマヨ,
pangalay,ceb,noun,festivals_events,traditional Tausug dance,伝統的なダンス,
subli,ceb,noun,festivals_events,traditional ritual dance,サブリ（儀式ダンス）,
eskwelahan,ceb,noun,places_community,school building,学校の建物,
kolehiyo,ceb,noun,education_school,college,短期大学・カレッジ,
kurso,ceb,noun,education_school,course / subject,科目,
gradwasyon,ceb,noun,education_school,graduation,卒業,
scholarship,ceb,noun,education_school,scholarship,奨学金,
tutoryal,ceb,noun,education_school,tutorial,チュートリアル,
proyekto,ceb,noun,education_school,project,プロジェクト,
report,ceb,noun,education_school,report,レポート,
presentasyon,ceb,noun,education_school,presentation,プレゼンテーション,
diskusyon,ceb,noun,education_school,discussion,ディスカッション,
grupo,ceb,noun,education_school,group (school),グループ,
partner,ceb,noun,education_school,partner,パートナー,
kwisyon,ceb,noun,education_school,quiz,クイズ,
award,ceb,noun,education_school,award,しょう,
medal,ceb,noun,education_school,medal,メダル,
sertipiko,ceb,noun,education_school,certificate,証書,
libro sa Cebuano,ceb,noun,education_school,Cebuano book,セブアノの本,
diksyonaryo,ceb,noun,education_school,dictionary,辞典,
ensiklopedya,ceb,noun,education_school,encyclopedia,百科事典,
tambal nga tableta,ceb,noun,health_treatment,tablet / pill,錠剤・ピル,
syrup,ceb,noun,health_treatment,syrup (medicine),シロップ,
bitamina,ceb,noun,health_treatment,vitamin,ビタミン,
inhaler,ceb,noun,health_treatment,inhaler,吸入器,
mask,ceb,noun,health_treatment,face mask,マスク,
quarantine,ceb,noun,health_treatment,quarantine,隔離,
isolation,ceb,noun,health_treatment,isolation,隔離・分離,
vaccine,ceb,noun,health_treatment,vaccine,ワクチン,
check-up,ceb,noun,health_treatment,medical check-up,健康診断,
X-ray,ceb,noun,health_treatment,X-ray,エックスせん,
ultrasound,ceb,noun,health_treatment,ultrasound,超音波,
blood test,ceb,noun,health_treatment,blood test,血液検査,
emergency,ceb,noun,health_treatment,emergency,救急,
ambulansya,ceb,noun,health_treatment,ambulance,救急車,
sakit sa dughan,ceb,noun,health_illness,chest pain / heart disease,胸痛・心臓病,
sakit sa mga bato,ceb,noun,health_illness,kidney disease,腎臓病,
sakit sa atay,ceb,noun,health_illness,liver disease,肝臓病,
ubo nga duga,ceb,noun,health_illness,phlegm / wet cough,痰,
hangos,ceb,noun,health_illness,shortness of breath,息切れ,
allergy,ceb,noun,health_illness,allergy,アレルギー,
balat nga pula,ceb,noun,health_illness,rash / red skin,発疹,
luol,ceb,noun,health_illness,abscess / boil,できもの,
aircon,ceb,noun,household_furniture,air conditioner,エアコン,
electric fan,ceb,noun,household_furniture,electric fan,扇風機,
washing machine,ceb,noun,household_cleaning,washing machine,洗濯機,
iron,ceb,noun,household_cleaning,clothes iron,アイロン,
vacuum cleaner,ceb,noun,household_cleaning,vacuum cleaner,掃除機,
lighter,ceb,noun,household_kitchen,lighter,ライター,
kalayo sa kalan,ceb,noun,household_kitchen,stove fire / gas burner,ガスバーナー,
gas,ceb,noun,household_kitchen,gas (cooking),ガス,
tubong,ceb,noun,household_cleaning,pipe / tube,パイプ,
gripo sa tubig,ceb,noun,household_cleaning,water faucet,水のじゃぐち,
toothbrush,ceb,noun,household_cleaning,toothbrush,はぶらし,
toothpaste,ceb,noun,household_cleaning,toothpaste,歯磨き粉,
shampoo,ceb,noun,household_cleaning,shampoo,シャンプー,
kondisyoner,ceb,noun,household_cleaning,conditioner (hair),コンディショナー,
deodorant,ceb,noun,household_cleaning,deodorant,デオドラント,
gamit sa banyo,ceb,noun,household_cleaning,bathroom items,トイレようひん,
towel,ceb,noun,household_cleaning,towel,タオル,
toilet paper,ceb,noun,household_cleaning,toilet paper,トイレットペーパー,
pritong manok,ceb,noun,food_meat_dishes,fried chicken,フライドチキン,
tinunoan,ceb,noun,food_meat_dishes,chicken tinola variant,チキンスープ,
lechon manok,ceb,noun,food_meat_dishes,roasted chicken,ローストチキン,
pork chop,ceb,noun,food_meat_dishes,pork chop,ポークチョップ,
bangus sa gata,ceb,noun,food_seafood_dishes,milkfish in coconut milk,ミルクフィッシュのヤシミルク煮,
pinangat,ceb,noun,food_seafood_dishes,fish wrapped in taro leaves,ピナンガット,
tortang talong,ceb,noun,food_veg_dishes,eggplant omelette,ナスのたまご焼き,
ginisang gulay,ceb,noun,food_veg_dishes,sauteed vegetables,野菜炒め,
chopsuey,ceb,noun,food_veg_dishes,chop suey,チョップスイ,
pancakes,ceb,noun,food_desserts,pancakes,パンケーキ,
ice cream,ceb,noun,food_desserts,ice cream,アイスクリーム,
cake,ceb,noun,food_desserts,cake,ケーキ,
cookies,ceb,noun,food_desserts,cookies,クッキー,
leche flan,ceb,noun,food_desserts,caramel custard,レチェフラン,
ube halaya,ceb,noun,food_desserts,purple yam jam,ウベハラヤ,
sago,ceb,noun,food_desserts,sago pearls,タピオカ,
gulaman,ceb,noun,food_desserts,gelatin / agar,ゼラチン,
buko pie,ceb,noun,food_desserts,coconut pie,ブコパイ,
hot chocolate,ceb,noun,drinks_modern,hot chocolate,ホットチョコレート,
iced tea,ceb,noun,drinks_modern,iced tea,アイスティー,
cappuccino,ceb,noun,drinks_modern,cappuccino,カプチーノ,
buko juice,ceb,noun,drinks_traditional,young coconut juice,ヤシジュース,
salabat,ceb,noun,drinks_traditional,ginger tea,生姜茶,
gulaman drink,ceb,noun,drinks_traditional,agar drink,ゼラチンのみもの,
bayani,ceb,noun,professions_1,hero,勇者・英雄,
artista,ceb,noun,professions_1,artist / actor,芸術家・俳優,
mamamahayag,ceb,noun,professions_1,journalist,ジャーナリスト,
piloto,ceb,noun,professions_1,pilot,パイロット,
kapitan,ceb,noun,professions_1,captain,船長・会長,
siyentipiko,ceb,noun,professions_1,scientist,科学者,
ekonomista,ceb,noun,professions_1,economist,経済学者,
pultiko,ceb,noun,professions_1,politician,政治家,
magsasayaw,ceb,noun,professions_1,dancer,ダンサー,
manunugtog,ceb,noun,professions_1,musician,ミュージシャン,
mangangawit,ceb,noun,professions_1,singer / vocalist,歌手,
manunulat,ceb,noun,professions_1,writer / author,作家,
beterinaryo,ceb,noun,professions_1,veterinarian,獣医,
dentista,ceb,noun,professions_1,dentist,鹿,
parmaseutiko,ceb,noun,professions_1,pharmacist,薬剤師,
propesyonal,ceb,noun,professions_1,professional,専門家,
pag-umangkon,ceb,noun,family_extended,to have a nephew/niece relation,甥・姪の関係,
kaliwatan,ceb,noun,family_extended,lineage / descendants,後裔・子孫,
kagikan,ceb,noun,family_extended,ancestors / origin,ご先祖・親,
pamilya sa amahan,ceb,noun,family_extended,paternal family,父側の家族,
pamilya sa inahan,ceb,noun,family_extended,maternal family,母側の家族,
kapamilya,ceb,noun,family_extended,relative / family member,親戚,
mag-asawa,ceb,noun,family_core,married couple,夫婦,
kapikas,ceb,noun,family_core,partner / spouse,配偶者,
anak nga lalaki,ceb,noun,family_core,son,息子,
anak nga babaye,ceb,noun,family_core,daughter,娘,
sulod-suloran,ceb,noun,family_extended,close relatives (insiders),親族,
pag-angkon,ceb,noun,life_stages,adoption,よう子縁組,
amahan nga ampon,ceb,noun,family_extended,adoptive father,養父,
inahan nga ampon,ceb,noun,family_extended,adoptive mother,養母,
anak nga ampon,ceb,noun,life_stages,adopted child,養子・養女,
lasang,ceb,noun,geography_landforms,jungle / forest,ジャングル・森,
kabukiran,ceb,noun,geography_landforms,mountain range / highlands,山地・山脈,
kapatagan,ceb,noun,geography_landforms,plains,平野,
sapa,ceb,noun,geography_coastal,stream / creek,小川・せせらぎ,
tabok,ceb,noun,geography_coastal,crossing / ford,私,
pang-it,ceb,noun,geography_coastal,estuary / river mouth,河口,
kadagatan,ceb,noun,geography_coastal,ocean / open sea,航海,
lutaw,ceb,noun,geography_coastal,coral reef / sandbar,珊瑚礁,
baras,ceb,noun,geography_coastal,sand bar,砂洲,
alon,ceb,noun,weather_phenomena,wave (sea),波,
bul-og,ceb,noun,weather_phenomena,hailstorm,雹,
yelo,ceb,noun,natural_materials,ice,氷,
nieve,ceb,noun,natural_materials,snow,雪,
uling,ceb,noun,natural_materials,charcoal,炭,
alkohol,ceb,noun,natural_materials,alcohol,アルコール,
asin sa dagat,ceb,noun,natural_materials,sea salt,海塩,
perlas,ceb,noun,natural_materials,pearl,真珠,
korales,ceb,noun,natural_materials,coral,珊瑚,
pusod sa dagat,ceb,noun,natural_materials,ocean floor,海底,
puno sa dagat,ceb,noun,natural_materials,underwater plant,海藻,
balyena,ceb,noun,animals_sea_fish,whale,クジラ,
manta ray,ceb,noun,animals_sea_fish,manta ray,マンタ,
sea turtle,ceb,noun,animals_reptiles,sea turtle,ウミガメ,
kuhol,ceb,noun,animals_sea_fish,snail / mollusk,かたつむり,
tahong,ceb,noun,animals_sea_fish,mussel,ムール貝,
suso,ceb,noun,animals_sea_fish,sea snail,海のかたつむり,
sea urchin,ceb,noun,animals_sea_fish,sea urchin,ウニ,
sea cucumber,ceb,noun,animals_sea_fish,sea cucumber,ナマコ,
manananggal,ceb,noun,religion_traditional,flying vampire (folklore),マナナンガル,
mariposa,ceb,noun,animals_insects,butterfly (Spanish loanword),蝶々,
tutubi,ceb,noun,animals_insects,dragonfly,トンボ,
gaang,ceb,noun,animals_insects,cricket,コオロギ,
kuyog,ceb,noun,animals_insects,swarm of bees,蜂の群れ,
amak,ceb,noun,animals_insects,dust mite / small bug,ほこりダニ,
uwang,ceb,noun,animals_insects,dung beetle,フンコロガシ,
itlog sa manok,ceb,noun,food_meat_dishes,chicken egg,鶏卵,
itlog ng itik,ceb,noun,food_meat_dishes,duck egg,アヒルの卵,
itlog,ceb,noun,food_meat_dishes,egg,卵,
pato,ceb,noun,animals_birds,duck (alt),アヒル,
talabon,ceb,noun,animals_birds,hornbill,サイチョウ,
maya-maya,ceb,noun,animals_sea_fish,red snapper,フエダイ,
lapu-lapu,ceb,noun,animals_sea_fish,grouper fish,ハタ,
tilapia,ceb,noun,animals_sea_fish,tilapia,ティラピア,
hito,ceb,noun,animals_sea_fish,catfish,ナマズ,
orchid,ceb,noun,plants_trees,orchid,ラン,
rosas,ceb,noun,plants_trees,rose,バラ,
sampaguita,ceb,noun,plants_trees,sampaguita (national flower),サンパギタ（国花）,
gumamela,ceb,noun,plants_trees,hibiscus,ハイビスカス,
lotus,ceb,noun,plants_trees,lotus flower,ハス,
sunflower,ceb,noun,plants_trees,sunflower,ひまわり,
kangkong sa yuta,ceb,noun,plants_vegetables,land spinach,陸のほうれん草,
petchay,ceb,noun,plants_vegetables,bok choy,チンゲンサイ,
kalabasa,ceb,noun,plants_vegetables,squash / pumpkin,カボチャ,
upo,ceb,noun,plants_vegetables,bottle gourd,瓢箪,
sigarilyas,ceb,noun,plants_vegetables,winged beans,シガリラス,
mais na berde,ceb,noun,plants_vegetables,green corn,緑のとうもろこし,
banana flower,ceb,noun,plants_vegetables,banana blossom,バナナの花,
duhat,ceb,noun,plants_fruits,Java plum,ジャワスモモ,
balimbing,ceb,noun,plants_fruits,star fruit,スターフルーツ,
santol,ceb,noun,plants_fruits,santol fruit,サントル,
camias,ceb,noun,plants_fruits,bilimbi,ビリンビ,
bignay,ceb,noun,plants_fruits,bignay berry,ビニャイベリー,
bayabas,ceb,noun,plants_fruits,guava,グアバ,
lanzones,ceb,noun,plants_fruits,lanzones,ランソネス,
rambutan,ceb,noun,plants_fruits,rambutan,ランブータン,
dragon fruit,ceb,noun,plants_fruits,dragon fruit,ドラゴンフルーツ,
avocado,ceb,noun,plants_fruits,avocado,アボカド,
watermelon,ceb,noun,plants_fruits,watermelon,すいか,
melon,ceb,noun,plants_fruits,melon,メロン,
pear,ceb,noun,plants_fruits,pear,ナシ,
strawberry,ceb,noun,plants_fruits,strawberry,イチゴ,
cherry,ceb,noun,plants_fruits,cherry,さくらんぼ,
grapes,ceb,noun,plants_fruits,grapes,ぶどう,
kiwi,ceb,noun,plants_fruits,kiwi fruit,キウイ,
palda,ceb,noun,clothing_everyday,skirt (alt),スカート,
belo,ceb,noun,clothing_traditional,veil,ベール,
suklay,ceb,noun,clothing_accessories,comb,櫛,
salamin sa mata,ceb,noun,clothing_accessories,eyeglasses,眼鏡,
sunglasses,ceb,noun,clothing_accessories,sunglasses,サングラス,
scarf,ceb,noun,clothing_accessories,scarf,スカーフ,
gloves,ceb,noun,clothing_accessories,gloves,手袋,
jacket,ceb,noun,clothing_everyday,jacket,ジャケット,
raincoat,ceb,noun,clothing_everyday,raincoat,レインコート,
pajama,ceb,noun,clothing_everyday,pajamas,パジャマ,
uniform,ceb,noun,clothing_everyday,uniform,ユニフォーム,
apron,ceb,noun,clothing_everyday,apron,エプロン,
helmet,ceb,noun,clothing_accessories,helmet,ヘルメット,
backpack,ceb,noun,clothing_accessories,backpack,リュックサック,
wallet,ceb,noun,clothing_accessories,wallet,財布,
gunting sa tanum,ceb,noun,tools_farming,garden shears,庭のハサミ,
regadora,ceb,noun,tools_farming,watering can,じょうろ,
abono sa yuta,ceb,noun,tools_farming,soil fertilizer,土壌肥料,
timbang,ceb,noun,tools_farming,weighing scale,秤,
pail,ceb,noun,tools_farming,bucket (farming),バケツ,
carabao cart,ceb,noun,tools_farming,carabao cart,スイギュウのカート,
drone,ceb,noun,technology_general,drone,ドローン,
solar panel,ceb,noun,technology_general,solar panel,ソーラーパネル,
generator,ceb,noun,technology_general,generator,発電機,
printer,ceb,noun,technology_general,printer,プリンター,
scanner,ceb,noun,technology_general,scanner,スキャナー,
projector,ceb,noun,technology_general,projector,プロジェクター,
speaker,ceb,noun,technology_general,speaker,スピーカー,
camera,ceb,noun,technology_general,camera,カメラ,
video camera,ceb,noun,technology_general,video camera,ビデオカメラ,
smartwatch,ceb,noun,technology_general,smartwatch,スマートウォッチ,
USB,ceb,noun,technology_general,USB drive,USBドライブ,
SIM card,ceb,noun,technology_general,SIM card,SIMカード,
wi-fi,ceb,noun,technology_general,Wi-Fi,ワイファイ,
Bluetooth,ceb,noun,technology_general,Bluetooth,ブルートゥース,
GPS,ceb,noun,technology_general,GPS navigation,GPSナビ,
ATM,ceb,noun,business_commerce,ATM machine,ATMきかい,
credit card,ceb,noun,business_commerce,credit card,クレジットカード,
online banking,ceb,noun,business_commerce,online banking,オンラインバンキング,
remittance,ceb,noun,business_commerce,money remittance,送金,
balhiboon,ceb,adjective,body_external,hairy,毛が多い,
mapula ang mata,ceb,adjective,health_illness,red eyes,目が赤い,
bungog,ceb,adjective,health_illness,deaf,聾・不自由な耳,
buta,ceb,adjective,health_illness,blind,盲目,
utol,ceb,adjective,health_illness,mute / unable to speak,唖・話せない,
piang,ceb,adjective,health_illness,lame / limping,びっこ,
nating,ceb,adjective,health_illness,numb,しびれた,
pag-ayo,ceb,noun,health_treatment,healing / recovery,回復,
maayo na,ceb,adjective,health_treatment,already healed / better,よくなった,
sakit sa bahin sa ulo,ceb,noun,health_illness,migraine,偏頭痛,
sakit sa mga ngipon,ceb,noun,health_illness,toothache,歯痛,
sakit sa mata,ceb,noun,health_illness,eye problem,目の痛み,
sakit sa dunggan,ceb,noun,health_illness,ear pain,耳中の痛み,
sakit sa tiyan,ceb,noun,health_illness,stomach pain,痛み（お腹）,
sakit sa likod,ceb,noun,health_illness,back pain,背痛,
sakit sa tuhod,ceb,noun,health_illness,knee pain,膝の痛み,
sakit sa puso,ceb,noun,health_illness,heart condition,心臓病,
high blood,ceb,noun,health_illness,high blood pressure,高血圧,
low blood,ceb,noun,health_illness,low blood pressure,低血圧,
stroke,ceb,noun,health_illness,stroke,脳卒中,
mabaho nga singot,ceb,adjective,adj_taste_smell,sweaty / bad body odor,汗臭い,
presko ang hangin,ceb,adjective,adj_temperature,fresh air,涼しい風,
init kaayo,ceb,adjective,adj_temperature,very hot,とても暑い,
bugnaw kaayo,ceb,adjective,adj_temperature,very cold,とても冷たい,
damp,ceb,adjective,adj_texture,damp,しめった,
mabuto,ceb,adjective,adj_texture,crumbly / brittle,もろい,
malimbong,ceb,adjective,adj_character_neg,deceitful,偽物・騙す,
mapangahas,ceb,adjective,adj_character_good,daring / bold,大胆な,
mabuhat,ceb,adjective,adj_intelligence,capable / able,できる,
hiligayon,ceb,adjective,adj_character_good,cheerful / lively,快活な,
paboriton,ceb,adjective,adj_character_good,likeable,好かれる・かわいい,
makiubanon,ceb,adjective,adj_character_good,sociable,社交的な,
tagsulat,ceb,adjective,adj_intelligence,literate / can write,文字が書ける,
batid,ceb,adjective,adj_intelligence,knowledgeable / experienced,経験ある,
bago pa,ceb,adjective,adj_age,brand new,新品,
karaan kaayo,ceb,adjective,adj_age,very old / ancient,大変古い,
lawom,ceb,adjective,adj_size_shape,deep,深い,
mabaw,ceb,adjective,adj_size_shape,shallow,浅い,
libot,ceb,adjective,adj_size_shape,round,丸い,
pahaba,ceb,adjective,adj_size_shape,oblong / elongated,長い形,
pahiwi,ceb,adjective,adj_size_shape,slanted / diagonal,斜め,
pabilin,ceb,adjective,adj_size_shape,permanent / staying,留まる,
maayo ang kaayo,ceb,adjective,adj_character_good,very good,とても良い,
mokaon,ceb,verb,verbs_head_face,will eat,食べる,
moinum,ceb,verb,verbs_head_face,will drink,飲む,
motan-aw sa TV,ceb,verb,verbs_head_face,watch TV,テレビを見る,
mobasa sa libro,ceb,verb,verbs_written,read a book,本を読む,
mosulat,ceb,verb,verbs_written,will write,書く,
motrabaho,ceb,verb,verbs_social_comm,will work,働く,
motuon,ceb,verb,education_school,will study,勉強する,
molaban,ceb,verb,verbs_social_comm,will fight / defend,戦う,
